bikeid,trip_season,duration_category,trip_year,trip_month,number_of_trips
29250,Summer,1 to 2 hours,2019.0,8.0,1
29250,Summer,1 to 2 hours,2019.0,9.0,1
29250,Summer,15 to 30 minutes,2018.0,4.0,2
29250,Summer,15 to 30 minutes,2018.0,5.0,4
29250,Summer,15 to 30 minutes,2018.0,6.0,5
29250,Summer,15 to 30 minutes,2018.0,7.0,3
29250,Summer,15 to 30 minutes,2018.0,8.0,9
29250,Summer,15 to 30 minutes,2018.0,9.0,13
29250,Summer,15 to 30 minutes,2018.0,10.0,4
29250,Summer,15 to 30 minutes,2019.0,4.0,5
29250,Summer,15 to 30 minutes,2019.0,5.0,7
29250,Summer,15 to 30 minutes,2019.0,6.0,17
29250,Summer,15 to 30 minutes,2019.0,7.0,6
29250,Summer,15 to 30 minutes,2019.0,8.0,14
29250,Summer,15 to 30 minutes,2019.0,9.0,20
29250,Summer,15 to 30 minutes,2019.0,10.0,8
29250,Summer,2 to 5 hours,2018.0,4.0,1
29250,Summer,2 to 5 hours,2019.0,7.0,2
29250,Summer,2 to 5 hours,2019.0,8.0,1
29250,Summer,2 to 5 hours,2019.0,9.0,1
29250,Summer,30 minutes to 1 hour,2018.0,4.0,1
29250,Summer,30 minutes to 1 hour,2018.0,7.0,2
29250,Summer,30 minutes to 1 hour,2018.0,8.0,1
29250,Summer,30 minutes to 1 hour,2018.0,9.0,5
29250,Summer,30 minutes to 1 hour,2018.0,10.0,2
29250,Summer,30 minutes to 1 hour,2019.0,4.0,3
29250,Summer,30 minutes to 1 hour,2019.0,5.0,1
29250,Summer,30 minutes to 1 hour,2019.0,6.0,8
29250,Summer,30 minutes to 1 hour,2019.0,7.0,1
29250,Summer,30 minutes to 1 hour,2019.0,8.0,9
29250,Summer,30 minutes to 1 hour,2019.0,9.0,4
29250,Summer,30 minutes to 1 hour,2019.0,10.0,4
29250,Summer,5 to 12 hours,2018.0,9.0,1
29250,Summer,5 to 12 hours,2019.0,7.0,1
29250,Summer,5 to 15 minutes,2018.0,4.0,8
29250,Summer,5 to 15 minutes,2018.0,5.0,34
29250,Summer,5 to 15 minutes,2018.0,6.0,26
29250,Summer,5 to 15 minutes,2018.0,7.0,44
29250,Summer,5 to 15 minutes,2018.0,8.0,41
29250,Summer,5 to 15 minutes,2018.0,9.0,48
29250,Summer,5 to 15 minutes,2018.0,10.0,44
29250,Summer,5 to 15 minutes,2019.0,4.0,48
29250,Summer,5 to 15 minutes,2019.0,5.0,25
29250,Summer,5 to 15 minutes,2019.0,6.0,27
29250,Summer,5 to 15 minutes,2019.0,7.0,41
29250,Summer,5 to 15 minutes,2019.0,8.0,57
29250,Summer,5 to 15 minutes,2019.0,9.0,60
29250,Summer,5 to 15 minutes,2019.0,10.0,53
29250,Winter,< 5 minutes,2018.0,11.0,16
29250,Winter,< 5 minutes,2018.0,12.0,28
29250,Winter,< 5 minutes,2019.0,1.0,31
29250,Winter,< 5 minutes,2019.0,2.0,27
29250,Winter,< 5 minutes,2019.0,3.0,42
29250,Winter,< 5 minutes,2019.0,11.0,19
29250,Winter,< 5 minutes,2020.0,1.0,15
29250,Winter,1 to 2 hours,2018.0,12.0,1
29250,Winter,15 to 30 minutes,2018.0,11.0,3
29250,Winter,15 to 30 minutes,2018.0,12.0,4
29250,Winter,15 to 30 minutes,2019.0,1.0,1
29250,Winter,15 to 30 minutes,2019.0,2.0,1
29250,Winter,15 to 30 minutes,2019.0,3.0,5
29250,Winter,15 to 30 minutes,2019.0,11.0,1
29250,Winter,15 to 30 minutes,2020.0,1.0,3
29250,Winter,30 minutes to 1 hour,2018.0,12.0,6
29250,Winter,30 minutes to 1 hour,2019.0,1.0,2
29250,Winter,30 minutes to 1 hour,2019.0,2.0,2
29250,Winter,30 minutes to 1 hour,2019.0,3.0,2
29250,Winter,30 minutes to 1 hour,2019.0,11.0,1
29250,Winter,30 minutes to 1 hour,2020.0,1.0,2
29250,Winter,5 to 15 minutes,2018.0,11.0,30
29250,Winter,5 to 15 minutes,2018.0,12.0,28
29250,Winter,5 to 15 minutes,2019.0,1.0,15
29250,Winter,5 to 15 minutes,2019.0,2.0,41
29250,Winter,5 to 15 minutes,2019.0,3.0,29
29250,Winter,5 to 15 minutes,2019.0,11.0,24
29250,Winter,5 to 15 minutes,2020.0,1.0,18
29251,Summer,< 5 minutes,2018.0,4.0,17
29251,Summer,< 5 minutes,2018.0,5.0,31
29251,Summer,< 5 minutes,2018.0,6.0,20
29251,Summer,< 5 minutes,2018.0,7.0,42
29251,Summer,< 5 minutes,2018.0,8.0,22
29251,Summer,< 5 minutes,2018.0,9.0,21
29251,Summer,< 5 minutes,2018.0,10.0,45
29251,Summer,< 5 minutes,2019.0,6.0,30
29251,Summer,< 5 minutes,2019.0,7.0,34
29251,Summer,< 5 minutes,2019.0,8.0,39
29251,Summer,< 5 minutes,2019.0,9.0,29
29251,Summer,< 5 minutes,2019.0,10.0,50
29251,Summer,1 to 2 hours,2018.0,4.0,1
29251,Summer,1 to 2 hours,2018.0,7.0,1
29251,Summer,1 to 2 hours,2019.0,6.0,1
29251,Summer,1 to 2 hours,2019.0,7.0,1
29251,Summer,15 to 30 minutes,2018.0,4.0,2
29251,Summer,15 to 30 minutes,2018.0,5.0,3
29251,Summer,15 to 30 minutes,2018.0,6.0,5
29251,Summer,15 to 30 minutes,2018.0,7.0,3
29251,Summer,15 to 30 minutes,2018.0,9.0,6
29251,Summer,15 to 30 minutes,2018.0,10.0,3
29251,Summer,15 to 30 minutes,2019.0,6.0,10
29251,Summer,15 to 30 minutes,2019.0,7.0,5
29251,Summer,15 to 30 minutes,2019.0,8.0,12
29251,Summer,15 to 30 minutes,2019.0,9.0,9
29251,Summer,15 to 30 minutes,2019.0,10.0,10
29251,Summer,2 to 5 hours,2018.0,6.0,1
29251,Summer,2 to 5 hours,2018.0,9.0,1
29251,Summer,2 to 5 hours,2019.0,6.0,1
29251,Summer,30 minutes to 1 hour,2018.0,5.0,4
29251,Summer,30 minutes to 1 hour,2018.0,6.0,2
29251,Summer,30 minutes to 1 hour,2018.0,7.0,1
29251,Summer,30 minutes to 1 hour,2018.0,9.0,2
29251,Summer,30 minutes to 1 hour,2018.0,10.0,1
29251,Summer,30 minutes to 1 hour,2019.0,6.0,1
29251,Summer,30 minutes to 1 hour,2019.0,7.0,2
29251,Summer,30 minutes to 1 hour,2019.0,8.0,1
29251,Summer,30 minutes to 1 hour,2019.0,9.0,6
29251,Summer,30 minutes to 1 hour,2019.0,10.0,1
29251,Summer,5 to 12 hours,2018.0,8.0,1
29251,Summer,5 to 15 minutes,2018.0,4.0,17
29251,Summer,5 to 15 minutes,2018.0,5.0,28
29251,Summer,5 to 15 minutes,2018.0,6.0,33
29251,Summer,5 to 15 minutes,2018.0,7.0,40
29251,Summer,5 to 15 minutes,2018.0,8.0,37
29251,Summer,5 to 15 minutes,2018.0,9.0,25
29251,Summer,5 to 15 minutes,2018.0,10.0,32
29251,Summer,5 to 15 minutes,2019.0,6.0,46
29251,Summer,5 to 15 minutes,2019.0,7.0,35
29251,Summer,5 to 15 minutes,2019.0,8.0,43
29251,Summer,5 to 15 minutes,2019.0,9.0,49
29251,Summer,5 to 15 minutes,2019.0,10.0,55
29251,Winter,< 5 minutes,2018.0,11.0,29
29251,Winter,< 5 minutes,2018.0,12.0,5
29251,Winter,< 5 minutes,2019.0,11.0,25
29251,Winter,< 5 minutes,2019.0,12.0,16
29251,Winter,< 5 minutes,2020.0,1.0,16
29251,Winter,15 to 30 minutes,2018.0,11.0,5
29251,Winter,15 to 30 minutes,2018.0,12.0,1
29251,Winter,15 to 30 minutes,2019.0,11.0,6
29251,Winter,15 to 30 minutes,2019.0,12.0,2
29251,Winter,15 to 30 minutes,2020.0,1.0,3
29251,Winter,30 minutes to 1 hour,2018.0,11.0,1
29251,Winter,30 minutes to 1 hour,2018.0,12.0,1
29251,Winter,30 minutes to 1 hour,2020.0,1.0,1
29251,Winter,5 to 15 minutes,2018.0,11.0,31
29251,Winter,5 to 15 minutes,2018.0,12.0,12
29251,Winter,5 to 15 minutes,2019.0,11.0,43
29251,Winter,5 to 15 minutes,2019.0,12.0,24
29251,Winter,5 to 15 minutes,2020.0,1.0,44
29251,Winter,overnight!,2018.0,11.0,1
29252,Summer,< 5 minutes,2018.0,6.0,26
29252,Summer,< 5 minutes,2018.0,7.0,28
29252,Summer,< 5 minutes,2018.0,9.0,8
29252,Summer,< 5 minutes,2018.0,10.0,56
29252,Summer,< 5 minutes,2019.0,4.0,53
29252,Summer,< 5 minutes,2019.0,5.0,30
29252,Summer,1 to 2 hours,2018.0,6.0,1
29252,Summer,1 to 2 hours,2018.0,7.0,1
29252,Summer,1 to 2 hours,2019.0,4.0,3
29252,Summer,15 to 30 minutes,2018.0,6.0,5
29252,Summer,15 to 30 minutes,2018.0,7.0,13
29252,Summer,15 to 30 minutes,2018.0,9.0,2
29252,Summer,15 to 30 minutes,2018.0,10.0,4
29252,Summer,15 to 30 minutes,2019.0,4.0,4
29252,Summer,15 to 30 minutes,2019.0,5.0,4
29252,Summer,2 to 5 hours,2018.0,6.0,1
29252,Summer,2 to 5 hours,2018.0,10.0,1
29252,Summer,2 to 5 hours,2019.0,4.0,1
29252,Summer,2 to 5 hours,2019.0,5.0,1
29252,Summer,30 minutes to 1 hour,2018.0,6.0,3
29252,Summer,30 minutes to 1 hour,2018.0,7.0,5
29252,Summer,30 minutes to 1 hour,2018.0,9.0,2
29252,Summer,30 minutes to 1 hour,2018.0,10.0,1
29252,Summer,30 minutes to 1 hour,2019.0,4.0,2
29252,Summer,30 minutes to 1 hour,2019.0,5.0,3
29252,Summer,5 to 12 hours,2018.0,7.0,1
29252,Summer,5 to 15 minutes,2018.0,6.0,35
29252,Summer,5 to 15 minutes,2018.0,7.0,35
29252,Summer,5 to 15 minutes,2018.0,9.0,14
29252,Summer,5 to 15 minutes,2018.0,10.0,44
29252,Summer,5 to 15 minutes,2019.0,4.0,29
29252,Summer,5 to 15 minutes,2019.0,5.0,20
29252,Summer,overnight!,2019.0,5.0,1
29252,Winter,< 5 minutes,2018.0,11.0,47
29252,Winter,< 5 minutes,2018.0,12.0,38
29252,Winter,< 5 minutes,2019.0,1.0,24
29252,Winter,< 5 minutes,2019.0,2.0,24
29252,Winter,< 5 minutes,2019.0,3.0,39
29252,Winter,1 to 2 hours,2018.0,11.0,1
29252,Winter,15 to 30 minutes,2018.0,11.0,5
29252,Winter,15 to 30 minutes,2018.0,12.0,4
29252,Winter,15 to 30 minutes,2019.0,1.0,7
29252,Winter,15 to 30 minutes,2019.0,3.0,1
29252,Winter,30 minutes to 1 hour,2019.0,2.0,2
29252,Winter,30 minutes to 1 hour,2019.0,3.0,3
29252,Winter,5 to 12 hours,2018.0,11.0,1
29252,Winter,5 to 15 minutes,2018.0,11.0,47
29252,Winter,5 to 15 minutes,2018.0,12.0,29
29252,Winter,5 to 15 minutes,2019.0,1.0,22
29252,Winter,5 to 15 minutes,2019.0,2.0,26
29252,Winter,5 to 15 minutes,2019.0,3.0,20
29253,Summer,< 5 minutes,2018.0,5.0,2
29253,Summer,< 5 minutes,2018.0,6.0,26
29253,Summer,< 5 minutes,2018.0,7.0,25
29253,Summer,< 5 minutes,2018.0,8.0,32
29253,Summer,< 5 minutes,2018.0,9.0,48
29253,Summer,< 5 minutes,2018.0,10.0,29
29253,Summer,< 5 minutes,2019.0,4.0,22
29253,Summer,< 5 minutes,2019.0,5.0,26
29253,Summer,< 5 minutes,2019.0,6.0,27
29253,Summer,< 5 minutes,2019.0,7.0,45
29253,Summer,< 5 minutes,2019.0,8.0,60
29253,Summer,< 5 minutes,2019.0,9.0,45
29253,Summer,< 5 minutes,2019.0,10.0,51
29253,Summer,1 to 2 hours,2018.0,6.0,1
29253,Summer,1 to 2 hours,2018.0,7.0,1
29253,Summer,1 to 2 hours,2018.0,10.0,1
29253,Summer,1 to 2 hours,2019.0,6.0,1
29253,Summer,1 to 2 hours,2019.0,8.0,2
29253,Summer,1 to 2 hours,2019.0,9.0,2
29253,Summer,15 to 30 minutes,2018.0,6.0,5
29253,Summer,15 to 30 minutes,2018.0,7.0,14
29253,Summer,15 to 30 minutes,2018.0,8.0,8
29253,Summer,15 to 30 minutes,2018.0,9.0,8
29253,Summer,15 to 30 minutes,2018.0,10.0,5
29253,Summer,15 to 30 minutes,2019.0,4.0,7
29253,Summer,15 to 30 minutes,2019.0,5.0,8
29253,Summer,15 to 30 minutes,2019.0,6.0,14
29253,Summer,15 to 30 minutes,2019.0,7.0,13
29253,Summer,15 to 30 minutes,2019.0,8.0,8
29253,Summer,15 to 30 minutes,2019.0,9.0,9
29253,Summer,15 to 30 minutes,2019.0,10.0,6
29253,Summer,2 to 5 hours,2018.0,6.0,1
29253,Summer,2 to 5 hours,2018.0,9.0,1
29253,Summer,2 to 5 hours,2019.0,4.0,1
29253,Summer,30 minutes to 1 hour,2018.0,5.0,3
29253,Summer,30 minutes to 1 hour,2018.0,6.0,1
29253,Summer,30 minutes to 1 hour,2018.0,7.0,8
29253,Summer,30 minutes to 1 hour,2018.0,8.0,3
29253,Summer,30 minutes to 1 hour,2018.0,9.0,1
29253,Summer,30 minutes to 1 hour,2018.0,10.0,1
29253,Summer,30 minutes to 1 hour,2019.0,5.0,4
29253,Summer,30 minutes to 1 hour,2019.0,6.0,11
29253,Summer,30 minutes to 1 hour,2019.0,7.0,7
29253,Summer,30 minutes to 1 hour,2019.0,8.0,2
29253,Summer,30 minutes to 1 hour,2019.0,9.0,8
29253,Summer,30 minutes to 1 hour,2019.0,10.0,4
29253,Summer,5 to 12 hours,2018.0,7.0,1
29253,Summer,5 to 15 minutes,2018.0,5.0,7
29253,Summer,5 to 15 minutes,2018.0,6.0,25
29253,Summer,5 to 15 minutes,2018.0,7.0,28
29253,Summer,5 to 15 minutes,2018.0,8.0,49
29253,Summer,5 to 15 minutes,2018.0,9.0,41
29253,Summer,5 to 15 minutes,2018.0,10.0,30
29253,Summer,5 to 15 minutes,2019.0,4.0,21
29253,Summer,5 to 15 minutes,2019.0,5.0,36
29253,Summer,5 to 15 minutes,2019.0,6.0,54
29253,Summer,5 to 15 minutes,2019.0,7.0,59
29253,Summer,5 to 15 minutes,2019.0,8.0,52
29253,Summer,5 to 15 minutes,2019.0,9.0,33
29253,Summer,5 to 15 minutes,2019.0,10.0,48
29253,Summer,overnight!,2018.0,7.0,1
29253,Winter,< 5 minutes,2019.0,1.0,1
29253,Winter,< 5 minutes,2019.0,2.0,37
29253,Winter,< 5 minutes,2019.0,3.0,40
29253,Winter,< 5 minutes,2019.0,11.0,33
29253,Winter,< 5 minutes,2019.0,12.0,30
29253,Winter,< 5 minutes,2020.0,1.0,29
29253,Winter,15 to 30 minutes,2019.0,2.0,5
29253,Winter,15 to 30 minutes,2019.0,3.0,7
29253,Winter,15 to 30 minutes,2019.0,11.0,5
29253,Winter,15 to 30 minutes,2019.0,12.0,5
29253,Winter,15 to 30 minutes,2020.0,1.0,2
29253,Winter,30 minutes to 1 hour,2019.0,3.0,2
29253,Winter,30 minutes to 1 hour,2019.0,12.0,1
29253,Winter,5 to 15 minutes,2019.0,2.0,16
29253,Winter,5 to 15 minutes,2019.0,3.0,27
29253,Winter,5 to 15 minutes,2019.0,11.0,33
29253,Winter,5 to 15 minutes,2019.0,12.0,16
29253,Winter,5 to 15 minutes,2020.0,1.0,33
29254,Summer,< 5 minutes,2018.0,7.0,45
29254,Summer,< 5 minutes,2018.0,8.0,30
29254,Summer,< 5 minutes,2018.0,9.0,39
29254,Summer,< 5 minutes,2018.0,10.0,41
29254,Summer,< 5 minutes,2019.0,4.0,20
29254,Summer,< 5 minutes,2019.0,5.0,6
29254,Summer,< 5 minutes,2019.0,6.0,11
29254,Summer,< 5 minutes,2019.0,7.0,27
29254,Summer,< 5 minutes,2019.0,8.0,74
29254,Summer,< 5 minutes,2019.0,9.0,44
29254,Summer,< 5 minutes,2019.0,10.0,18
29254,Summer,1 to 2 hours,2018.0,9.0,1
29254,Summer,1 to 2 hours,2019.0,8.0,1
29254,Summer,1 to 2 hours,2019.0,9.0,3
29254,Summer,1 to 2 hours,2019.0,10.0,1
29254,Summer,15 to 30 minutes,2018.0,7.0,9
29254,Summer,15 to 30 minutes,2018.0,8.0,2
29254,Summer,15 to 30 minutes,2018.0,9.0,7
29254,Summer,15 to 30 minutes,2018.0,10.0,2
29254,Summer,15 to 30 minutes,2019.0,4.0,3
29254,Summer,15 to 30 minutes,2019.0,5.0,1
29254,Summer,15 to 30 minutes,2019.0,6.0,2
29254,Summer,15 to 30 minutes,2019.0,7.0,6
29254,Summer,15 to 30 minutes,2019.0,8.0,19
29254,Summer,15 to 30 minutes,2019.0,9.0,22
29254,Summer,15 to 30 minutes,2019.0,10.0,8
29254,Summer,2 to 5 hours,2018.0,9.0,1
29254,Summer,2 to 5 hours,2018.0,10.0,1
29254,Summer,2 to 5 hours,2019.0,10.0,1
29254,Summer,30 minutes to 1 hour,2018.0,7.0,4
29254,Summer,30 minutes to 1 hour,2018.0,9.0,7
29254,Summer,30 minutes to 1 hour,2018.0,10.0,3
29254,Summer,30 minutes to 1 hour,2019.0,4.0,2
29254,Summer,30 minutes to 1 hour,2019.0,6.0,1
29254,Summer,30 minutes to 1 hour,2019.0,8.0,3
29254,Summer,30 minutes to 1 hour,2019.0,9.0,7
29254,Summer,30 minutes to 1 hour,2019.0,10.0,3
29254,Summer,5 to 15 minutes,2018.0,6.0,2
29254,Summer,5 to 15 minutes,2018.0,7.0,40
29254,Summer,5 to 15 minutes,2018.0,8.0,39
29254,Summer,5 to 15 minutes,2018.0,9.0,28
29254,Summer,5 to 15 minutes,2018.0,10.0,50
29254,Summer,5 to 15 minutes,2019.0,4.0,23
29254,Summer,5 to 15 minutes,2019.0,5.0,8
29254,Summer,5 to 15 minutes,2019.0,6.0,13
29254,Summer,5 to 15 minutes,2019.0,7.0,30
29254,Summer,5 to 15 minutes,2019.0,8.0,61
29254,Summer,5 to 15 minutes,2019.0,9.0,63
29254,Summer,5 to 15 minutes,2019.0,10.0,16
29254,Winter,< 5 minutes,2018.0,11.0,20
29254,Winter,< 5 minutes,2018.0,12.0,28
29254,Winter,< 5 minutes,2019.0,1.0,20
29254,Winter,< 5 minutes,2019.0,2.0,22
29254,Winter,< 5 minutes,2019.0,3.0,43
29254,Winter,< 5 minutes,2019.0,11.0,17
29254,Winter,< 5 minutes,2019.0,12.0,31
29254,Winter,< 5 minutes,2020.0,1.0,23
29254,Winter,1 to 2 hours,2018.0,12.0,1
29254,Winter,15 to 30 minutes,2018.0,12.0,3
29254,Winter,15 to 30 minutes,2019.0,1.0,1
29254,Winter,15 to 30 minutes,2019.0,2.0,1
29254,Winter,15 to 30 minutes,2019.0,3.0,5
29254,Winter,15 to 30 minutes,2019.0,11.0,2
29254,Winter,15 to 30 minutes,2019.0,12.0,2
29254,Winter,2 to 5 hours,2020.0,1.0,1
29254,Winter,30 minutes to 1 hour,2018.0,11.0,3
29254,Winter,30 minutes to 1 hour,2019.0,2.0,2
29254,Winter,30 minutes to 1 hour,2019.0,3.0,1
29254,Winter,5 to 15 minutes,2018.0,11.0,17
29254,Winter,5 to 15 minutes,2018.0,12.0,26
29254,Winter,5 to 15 minutes,2019.0,1.0,9
29254,Winter,5 to 15 minutes,2019.0,2.0,23
29254,Winter,5 to 15 minutes,2019.0,3.0,37
29254,Winter,5 to 15 minutes,2019.0,11.0,16
29254,Winter,5 to 15 minutes,2019.0,12.0,21
29254,Winter,5 to 15 minutes,2020.0,1.0,22
29255,Summer,< 5 minutes,2018.0,4.0,8
29255,Summer,< 5 minutes,2018.0,5.0,25
29255,Summer,< 5 minutes,2018.0,6.0,24
29255,Summer,< 5 minutes,2018.0,7.0,22
29255,Summer,< 5 minutes,2018.0,10.0,26
29255,Summer,< 5 minutes,2019.0,4.0,6
29255,Summer,< 5 minutes,2019.0,5.0,40
29255,Summer,< 5 minutes,2019.0,6.0,36
29255,Summer,< 5 minutes,2019.0,7.0,31
29255,Summer,< 5 minutes,2019.0,8.0,37
29255,Summer,< 5 minutes,2019.0,9.0,26
29255,Summer,< 5 minutes,2019.0,10.0,37
29255,Summer,1 to 2 hours,2018.0,6.0,1
29255,Summer,1 to 2 hours,2019.0,5.0,1
29255,Summer,1 to 2 hours,2019.0,6.0,1
29255,Summer,1 to 2 hours,2019.0,8.0,1
29255,Summer,1 to 2 hours,2019.0,9.0,1
29255,Summer,15 to 30 minutes,2018.0,4.0,1
29255,Summer,15 to 30 minutes,2018.0,5.0,6
29255,Summer,15 to 30 minutes,2018.0,6.0,13
29255,Summer,15 to 30 minutes,2018.0,7.0,8
29255,Summer,15 to 30 minutes,2018.0,10.0,2
29255,Summer,15 to 30 minutes,2019.0,4.0,7
29255,Summer,15 to 30 minutes,2019.0,5.0,9
29255,Summer,15 to 30 minutes,2019.0,6.0,12
29255,Summer,15 to 30 minutes,2019.0,7.0,15
29255,Summer,15 to 30 minutes,2019.0,8.0,15
29255,Summer,15 to 30 minutes,2019.0,9.0,6
29255,Summer,15 to 30 minutes,2019.0,10.0,5
29255,Summer,2 to 5 hours,2019.0,4.0,1
29255,Summer,2 to 5 hours,2019.0,8.0,1
29255,Summer,30 minutes to 1 hour,2018.0,6.0,7
29255,Summer,30 minutes to 1 hour,2018.0,7.0,3
29255,Summer,30 minutes to 1 hour,2018.0,10.0,2
29255,Summer,30 minutes to 1 hour,2019.0,4.0,3
29255,Summer,30 minutes to 1 hour,2019.0,5.0,5
29255,Summer,30 minutes to 1 hour,2019.0,6.0,7
29255,Summer,30 minutes to 1 hour,2019.0,7.0,6
29255,Summer,30 minutes to 1 hour,2019.0,8.0,2
29255,Summer,30 minutes to 1 hour,2019.0,9.0,7
29255,Summer,30 minutes to 1 hour,2019.0,10.0,1
29255,Summer,5 to 15 minutes,2018.0,4.0,9
29255,Summer,5 to 15 minutes,2018.0,5.0,30
29255,Summer,5 to 15 minutes,2018.0,6.0,22
29255,Summer,5 to 15 minutes,2018.0,7.0,21
29255,Summer,5 to 15 minutes,2018.0,10.0,22
29255,Summer,5 to 15 minutes,2019.0,4.0,11
29255,Summer,5 to 15 minutes,2019.0,5.0,39
29255,Summer,5 to 15 minutes,2019.0,6.0,59
29255,Summer,5 to 15 minutes,2019.0,7.0,38
29255,Summer,5 to 15 minutes,2019.0,8.0,34
29255,Summer,5 to 15 minutes,2019.0,9.0,46
29255,Summer,5 to 15 minutes,2019.0,10.0,32
29255,Summer,overnight!,2019.0,4.0,1
29255,Summer,overnight!,2019.0,6.0,1
29255,Winter,< 5 minutes,2018.0,11.0,12
29255,Winter,< 5 minutes,2018.0,12.0,6
29255,Winter,< 5 minutes,2019.0,1.0,1
29255,Winter,< 5 minutes,2019.0,2.0,22
29255,Winter,< 5 minutes,2019.0,3.0,20
29255,Winter,< 5 minutes,2019.0,12.0,1
29255,Winter,< 5 minutes,2020.0,1.0,36
29255,Winter,15 to 30 minutes,2018.0,11.0,3
29255,Winter,15 to 30 minutes,2018.0,12.0,2
29255,Winter,15 to 30 minutes,2019.0,2.0,1
29255,Winter,15 to 30 minutes,2019.0,3.0,7
29255,Winter,15 to 30 minutes,2020.0,1.0,3
29255,Winter,30 minutes to 1 hour,2018.0,11.0,1
29255,Winter,30 minutes to 1 hour,2020.0,1.0,2
29255,Winter,5 to 15 minutes,2018.0,11.0,42
29255,Winter,5 to 15 minutes,2018.0,12.0,8
29255,Winter,5 to 15 minutes,2019.0,1.0,5
29255,Winter,5 to 15 minutes,2019.0,2.0,11
29255,Winter,5 to 15 minutes,2019.0,3.0,28
29255,Winter,5 to 15 minutes,2020.0,1.0,41
29255,Winter,overnight!,2020.0,1.0,1
29256,Summer,< 5 minutes,2018.0,4.0,41
29256,Summer,< 5 minutes,2018.0,5.0,34
29256,Summer,< 5 minutes,2018.0,6.0,24
29256,Summer,< 5 minutes,2018.0,7.0,32
29256,Summer,< 5 minutes,2018.0,8.0,32
29256,Summer,< 5 minutes,2018.0,9.0,11
29256,Summer,< 5 minutes,2018.0,10.0,45
29256,Summer,< 5 minutes,2019.0,4.0,23
29256,Summer,< 5 minutes,2019.0,5.0,17
29256,Summer,< 5 minutes,2019.0,7.0,20
29256,Summer,< 5 minutes,2019.0,8.0,40
29256,Summer,< 5 minutes,2019.0,9.0,50
29256,Summer,< 5 minutes,2019.0,10.0,57
29256,Summer,1 to 2 hours,2018.0,4.0,1
29256,Summer,1 to 2 hours,2018.0,6.0,1
29256,Summer,1 to 2 hours,2018.0,8.0,1
29256,Summer,1 to 2 hours,2018.0,9.0,2
29256,Summer,1 to 2 hours,2019.0,8.0,5
29256,Summer,1 to 2 hours,2019.0,9.0,1
29256,Summer,15 to 30 minutes,2018.0,4.0,7
29256,Summer,15 to 30 minutes,2018.0,5.0,4
29256,Summer,15 to 30 minutes,2018.0,6.0,4
29256,Summer,15 to 30 minutes,2018.0,7.0,7
29256,Summer,15 to 30 minutes,2018.0,8.0,5
29256,Summer,15 to 30 minutes,2018.0,9.0,9
29256,Summer,15 to 30 minutes,2018.0,10.0,8
29256,Summer,15 to 30 minutes,2019.0,4.0,5
29256,Summer,15 to 30 minutes,2019.0,5.0,12
29256,Summer,15 to 30 minutes,2019.0,7.0,5
29256,Summer,15 to 30 minutes,2019.0,8.0,17
29256,Summer,15 to 30 minutes,2019.0,9.0,19
29256,Summer,15 to 30 minutes,2019.0,10.0,7
29256,Summer,2 to 5 hours,2019.0,8.0,2
29256,Summer,30 minutes to 1 hour,2018.0,6.0,2
29256,Summer,30 minutes to 1 hour,2018.0,7.0,3
29256,Summer,30 minutes to 1 hour,2018.0,8.0,2
29256,Summer,30 minutes to 1 hour,2018.0,9.0,1
29256,Summer,30 minutes to 1 hour,2019.0,4.0,2
29256,Summer,30 minutes to 1 hour,2019.0,5.0,5
29256,Summer,30 minutes to 1 hour,2019.0,7.0,2
29256,Summer,30 minutes to 1 hour,2019.0,8.0,5
29256,Summer,30 minutes to 1 hour,2019.0,9.0,2
29256,Summer,30 minutes to 1 hour,2019.0,10.0,1
29256,Summer,5 to 15 minutes,2018.0,4.0,28
29256,Summer,5 to 15 minutes,2018.0,5.0,36
29256,Summer,5 to 15 minutes,2018.0,6.0,34
29256,Summer,5 to 15 minutes,2018.0,7.0,31
29256,Summer,5 to 15 minutes,2018.0,8.0,33
29256,Summer,5 to 15 minutes,2018.0,9.0,22
29256,Summer,5 to 15 minutes,2018.0,10.0,44
29256,Summer,5 to 15 minutes,2019.0,4.0,12
29256,Summer,5 to 15 minutes,2019.0,5.0,37
29256,Summer,5 to 15 minutes,2019.0,7.0,38
29256,Summer,5 to 15 minutes,2019.0,8.0,42
29256,Summer,5 to 15 minutes,2019.0,9.0,58
29256,Summer,5 to 15 minutes,2019.0,10.0,61
29256,Summer,overnight!,2018.0,7.0,1
29256,Winter,< 5 minutes,2018.0,2.0,7
29256,Winter,< 5 minutes,2018.0,3.0,36
29256,Winter,< 5 minutes,2018.0,11.0,49
29256,Winter,< 5 minutes,2019.0,11.0,25
29256,Winter,< 5 minutes,2019.0,12.0,15
29256,Winter,< 5 minutes,2020.0,1.0,23
29256,Winter,15 to 30 minutes,2018.0,2.0,3
29256,Winter,15 to 30 minutes,2018.0,3.0,6
29256,Winter,15 to 30 minutes,2018.0,11.0,5
29256,Winter,15 to 30 minutes,2019.0,11.0,4
29256,Winter,15 to 30 minutes,2019.0,12.0,2
29256,Winter,15 to 30 minutes,2020.0,1.0,7
29256,Winter,30 minutes to 1 hour,2018.0,2.0,1
29256,Winter,30 minutes to 1 hour,2020.0,1.0,2
29256,Winter,5 to 12 hours,2018.0,3.0,1
29256,Winter,5 to 12 hours,2018.0,11.0,1
